username,rating,text,date,thumbsUp,replyContent,replyDate,translated_text,clean_text
Pengguna Google,5,"gamenya bagus dari segi visual dan backsound dari gamenya juga bagus,yah walaupun di loading screennya Black screen dan di gachanya juga Black screen tapi gamenya tetep seru 👍👍👍😆",2025-10-22 03:57:38,1,,,"gamenya bagus dari segi visual dan backsound dari gamenya juga bagus,yah walaupun di loading screennya Black screen dan di gachanya juga Black screen tapi gamenya tetep seru 👍👍👍😆","gamenya bagus dari segi visual dan backsound dari gamenya juga bagus,yah walaupun di loading screennya Black screen dan di gachanya juga Black screen tapi gamenya tetep seru 👍👍👍😆"
Pengguna Google,1,Mekanisme gacha yang payah,2025-10-22 03:57:16,1,,,Mekanisme gacha yang payah,Mekanisme gacha yang payah
Pengguna Google,1,System gacha ampas,2025-10-22 03:55:42,1,,,Sistem gacha ampas,Sistem gacha ampas
Pengguna Google,5,"game nya bagus, saya diberi 3 Chitose, sign nya cuman dapet 1, bilangin ke yostar makasih beri 3 Chitose sekaligus",2025-10-22 03:55:38,1,,,"game nya bagus, saya diberi 3 Chitose, sign nya cuman dapet 1, bilangin ke yostar makasih beri 3 Chitose sekaligus","game nya bagus, saya diberi 3 Chitose, sign nya cuman dapet 1, bilangin ke yostar makasih beri 3 Chitose sekaligus"
Pengguna Google,1,"Game nya terlalu pelit lah, resource sama gacha ngga ngotak parah, gila ni Yostar, mau jadi kek genshit impact luh??",2025-10-22 03:50:10,2,,,"Pelit banget gamenya, resourcenya sama gacha, lumayan lah, Yostar gila, mau jadi genshit impact haha??","Pelit banget gamenya, resourcenya sama gacha, lumayan lah, Yostar gila, mau jadi genshit impact haha??"
Pengguna Google,1,Game kikir ladang farming dikit pity juga tinggi multipull butuh 3000 gelo,2025-10-22 03:47:23,1,,,Game kikir ladang farming dikit pity juga tinggi multipull butuh 3000 gelo,Game kikir ladang farming dikit pity juga tinggi multipull butuh 3000 gelo
Pengguna Google,1,MAMPUS EOS,2025-10-22 03:45:26,3,,,MAMPUS EOS,MAMPUS EOS
Pengguna Google,5,Gamenya bagus,2025-10-22 03:45:15,2,,,Gamenya bagus,Gamenya bagus
Pengguna Google,1,"mechanic in this game is good but the currency for gacha is suck, i don't know what the developer think but i don't recommended this game (you need balancing economy in this game but the currency obtained is not commensurate with the price of the gacha and gacha system in this game is suck 👎) i want developer fix this because this game have potential",2025-10-22 03:39:28,3,,,"mekanik dalam game ini bagus tetapi mata uang untuk gacha jelek, saya tidak tahu apa yang dipikirkan pengembang tetapi saya tidak merekomendasikan game ini (Anda memerlukan keseimbangan ekonomi dalam game ini tetapi mata uang yang diperoleh tidak sepadan dengan harga gacha dan sistem gacha dalam game ini jelek 👎) saya ingin pengembang memperbaikinya karena game ini memiliki potensi","mekanik dalam game ini bagus tetapi mata uang untuk gacha jelek, saya tidak tahu apa yang dipikirkan pengembang tetapi saya tidak merekomendasikan game ini (Anda memerlukan keseimbangan ekonomi dalam game ini tetapi mata uang yang diperoleh tidak sepadan dengan harga gacha dan sistem gacha dalam game ini jelek 👎) saya ingin pengembang memperbaikinya karena game ini memiliki potensi"
Pengguna Google,1,"I don't know why this game is so heavy? FPS drops drastically when there are a lot of enemies, even though my device is adequate. Please optimize it again, and gacha is too expensive, even pity can't be inherited. If you don't change the gacha please give more events, it's too hard for f2p players in this game, don't think all players are lucky in gacha lol",2025-10-22 03:36:51,7,,,"Saya tidak tahu mengapa game ini begitu berat? FPS turun drastis ketika musuh banyak, padahal perangkat saya memadai. Mohon optimalkan lagi, dan gacha terlalu mahal, bahkan kasihan pun tidak bisa diwariskan. Kalau gak ganti gacha tolong dikasih event lagi, susah banget buat pemain f2p di game ini, jangan dikira semua pemain beruntung di gacha haha","Saya tidak tahu mengapa game ini begitu berat? FPS turun drastis ketika musuh banyak, padahal perangkat saya memadai. Mohon optimalkan lagi, dan gacha terlalu mahal, bahkan kasihan pun tidak bisa diwariskan. Kalau gak ganti gacha tolong dikasih event lagi, susah banget buat pemain f2p di game ini, jangan dikira semua pemain beruntung di gacha haha"
Pengguna Google,1,🥀🥀🥀,2025-10-22 03:35:35,2,,,,
Pengguna Google,5,"karakter nya imut2 dan cantik2, kedepannya semoga banyak bansos",2025-10-22 03:34:28,1,,,"karakter nya imut2 dan cantik2, kedepannya semoga banyak bansos","karakter nya imut2 dan cantik2, kedepannya semoga banyak bansos"
Pengguna Google,2,"untuk story, gamplay tidak ada masalah, tapi kenapa harga gacha 10× pull 3000 mahal njir🗿",2025-10-22 03:31:40,0,,,"untuk story, gamplay tidak ada masalah, tapi kenapa harga gacha 10× pull 3000 mahal njir🗿","untuk story, gamplay tidak ada masalah, tapi kenapa harga gacha 10× pull 3000 mahal njir🗿"
Pengguna Google,1,"Gacha nya mahal banget gila, gak sebanding sama resource nya, butuh sebulan cuma buat 1x multi pull, gapapa mahal, asal resourcenya sebanding juga dong, kalo masih gak dengerin player nya, siap² aj ditinggal",2025-10-22 03:31:22,7,,,"Gachanya gila-gilaan mahal, gak sebanding dengan resource, cuma sebulan buat 1x multi pull kenapa mahal, asal resource sebanding, kalau masih gak dengerin playernya, biarkan saja","Gachanya gila-gilaan mahal, gak sebanding dengan resource, cuma sebulan buat 1x multi pull kenapa mahal, asal resource sebanding, kalau masih gak dengerin playernya, biarkan saja"
Pengguna Google,3,"sekali gacha 3k, nggak sebanding sama sekali sama resources yang di dapat, event hadiahnya receh, lebih bagus arknight walaupun 6k tapi sebanding dengan yang di dapat",2025-10-22 03:30:22,0,,,"sekali gacha 3k, nggak sebanding sama sekali sama resources yang di dapat, event hadiahnya receh, lebih bagus arknight walaupun 6k tapi sebanding dengan yang di dapat","sekali gacha 3k, nggak sebanding sama sekali sama resources yang di dapat, event hadiahnya receh, lebih bagus arknight walaupun 6k tapi sebanding dengan yang di dapat"
Pengguna Google,2,"horrible economy, unrewarding gameplay, and the worst offender a gacha system rivaling the most greediest company, such a lovable cast of characters and passion of developers locked behind execs overwhelming greed, waiting for the inevitable EoS if this issue persist",2025-10-22 03:29:47,0,,,"perekonomian yang mengerikan, gameplay yang tidak menguntungkan, dan pelaku terburuk adalah sistem gacha yang menyaingi perusahaan paling rakus, karakter-karakter yang sangat menarik dan semangat para pengembang yang terkunci di balik keserakahan para eksekutif yang luar biasa, menunggu EoS yang tak terelakkan jika masalah ini terus berlanjut","perekonomian yang mengerikan, gameplay yang tidak menguntungkan, dan pelaku terburuk adalah sistem gacha yang menyaingi perusahaan paling rakus, karakter-karakter yang sangat menarik dan semangat para pengembang yang terkunci di balik keserakahan para eksekutif yang luar biasa, menunggu EoS yang tak terelakkan jika masalah ini terus berlanjut"
Pengguna Google,1,perbaiki sistem gacha,2025-10-22 03:27:12,2,,,hingga sistem perbaiki,hingga sistem perbaiki
Pengguna Google,1,KIKIR!!!!.... TIDAK RAMAH F2P,2025-10-22 03:26:50,3,,,KIKIR!!!!.... TIDAK RAMAH F2P,KIKIR!!!!.... TIDAK RAMAH F2P
Pengguna Google,1,"untuk gacha terlalu mahal.. reward sedikit sekali.. kalau gak ada improve, kita yakin dalam 1 bulan pasti EoS.",2025-10-22 03:25:56,7,,,"untuk gacha terlalu mahal.. reward sedikit sekali.. kalau gak ada improve, kita yakin dalam 1 bulan pasti EoS.","untuk gacha terlalu mahal.. reward sedikit sekali.. kalau gak ada improve, kita yakin dalam 1 bulan pasti EoS."
Pengguna Google,1,game kikir,2025-10-22 03:24:39,1,,,game kikir,game kikir
Pengguna Google,1,PELIT BANGET GILAAA,2025-10-22 03:21:00,1,,,PELIT BANGET GILAAA,PELIT BANGET GILAAA
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 03:19:55,1,,,SESUAIKAN SISTEM GACHA ANDA,SESUAIKAN SISTEM GACHA ANDA
Pengguna Google,5,game nya sangat bagus dari segi grafik ataupun gatcha nya apalagi soal crakter terus tingkatkan lagi YOSATAR ditunggu updatenya selanjutnya,2025-10-22 03:18:56,1,,,game nya sangat bagus dari segi grafik ataupun gatcha nya apalagi soal crakter terus tingkatkan lagi YOSATAR ditunggu updatenya selanjutnya,game nya sangat bagus dari segi grafik ataupun gatcha nya apalagi soal crakter terus tingkatkan lagi YOSATAR ditunggu updatenya selanjutnya
Pengguna Google,1,"Tolong perbaiki lagi sistem gachanya yg terlalu mahal, pity tereset jika banner habis sedangkan untuk tempat farmingnya sendiri sedikit",2025-10-22 03:18:22,2,,,"Tolong perbaiki lagi sistem gachanya yg terlalu mahal, pity tereset jika banner habis sedangkan untuk tempat farmingnya sendiri sedikit","Tolong perbaiki lagi sistem gachanya yg terlalu mahal, pity tereset jika banner habis sedangkan untuk tempat farmingnya sendiri sedikit"
Pengguna Google,1,"My opinion, I like this game because it's very rogue-like. But the 10-pull gacha from Trekker (character) and the disc is considered expensive like corruption (not like a price in Closed Beta version), and not suitable for farming/collecting Stellanite Dust for the 10-pull gacha later. Unfortunately, Stella Sora a Rogue-Like RPG game is considered unfriendly, and the worst F2P game.",2025-10-22 03:18:02,4,,,"Menurutku, aku suka game ini karena sangat nakal. Namun gacha 10 pull dari Trekker (karakter) dan discnya dianggap mahal seperti korupsi (tidak seperti harga di versi Closed Beta), dan tidak cocok untuk farming/mengumpulkan Stellanite Dust untuk gacha 10 pull nanti. Sayangnya, Stella Sora merupakan game Rogue-Like RPG yang dianggap kurang bersahabat, dan merupakan game F2P terburuk.","Menurutku, aku suka game ini karena sangat nakal. Namun gacha 10 pull dari Trekker (karakter) dan discnya dianggap mahal seperti korupsi (tidak seperti harga di versi Closed Beta), dan tidak cocok untuk farming/mengumpulkan Stellanite Dust untuk gacha 10 pull nanti. Sayangnya, Stella Sora merupakan game Rogue-Like RPG yang dianggap kurang bersahabat, dan merupakan game F2P terburuk."
Pengguna Google,1,tolong usahakan ada bahasa Indonesia nya dan perbaiki sistem gacha nya karena ampas sekali!,2025-10-22 03:17:54,4,,,tolong usahakan ada bahasa Indonesia nya dan perbaiki sistem gacha nya karena ampas sekali!,tolong usahakan ada bahasa Indonesia nya dan perbaiki sistem gacha nya karena ampas sekali!
Pengguna Google,1,"Rite of gacha g bisa di tabung ke bener berikut nya , harga gacha mengerikan, pitty mendapatkan bener limited bisa jelek berkali kali Tampa ada jaminan sama sekali , game play bagus tapi game kikir , semoga cepat KO",2025-10-22 03:08:21,1,,,"Rite of gacha g bisa di tabung ke bener berikut nya , harga gacha mengerikan, pitty mendapatkan bener limited bisa jelek berkali kali Tampa ada jaminan sama sekali , game play bagus tapi game kikir , semoga cepat KO","Rite of gacha g bisa di tabung ke bener berikut nya , harga gacha mengerikan, pitty mendapatkan bener limited bisa jelek berkali kali Tampa ada jaminan sama sekali , game play bagus tapi game kikir , semoga cepat KO"
Pengguna Google,5,reviews jujur gameplay full Auto dan seperti Roguelike size 7.58GB dan kedepannya mungkin bisa bertambah untuk penggunaan HP kentang masih bisa main seperti ku dan untuk event newbie di awal di kasih Gaca reroll 20x tinggal pilih mau char apa untuk semua misi harus menggunakan stamina kalau habis nungguin besok full untuk rate Gacha terbilang 50% lumayanlah GK ampas dan untuk setiap char menggunakan element jadi apapun char semua berguna di event misi jadi tidak ada char OP atau NOB ..sekian..,2025-10-22 03:08:00,1,,,reviews jujur gameplay full Auto dan seperti Roguelike size 7.58GB dan kedepannya mungkin bisa bertambah untuk penggunaan HP kentang masih bisa main seperti ku dan untuk event newbie di awal di kasih Gaca reroll 20x tinggal pilih mau char apa untuk semua misi harus menggunakan stamina kalau habis nungguin besok full untuk rate Gacha terbilang 50% lumayanlah GK ampas dan untuk setiap char menggunakan element jadi apapun char semua berguna di event misi jadi tidak ada char OP atau NOB ..sekian..,reviews jujur gameplay full Auto dan seperti Roguelike size 7.58GB dan kedepannya mungkin bisa bertambah untuk penggunaan HP kentang masih bisa main seperti ku dan untuk event newbie di awal di kasih Gaca reroll 20x tinggal pilih mau char apa untuk semua misi harus menggunakan stamina kalau habis nungguin besok full untuk rate Gacha terbilang 50% lumayanlah GK ampas dan untuk setiap char menggunakan element jadi apapun char semua berguna di event misi jadi tidak ada char OP atau NOB ..sekian..
Pengguna Google,1,GAME NGENTTTTOTTT,2025-10-22 03:06:07,1,,,GAME NGENTTTTOTTT,GAME NGENTTTTOTTT
Pengguna Google,5,i really loveee thiss gameee,2025-10-22 03:04:31,1,,,aku sangat suka game ini,aku sangat suka game ini
Pengguna Google,1,"game kikir, buat gacha 10x pull butuh 3000.",2025-10-22 03:02:35,2,,,"game kikir, buat gacha 10x pull butuh 3000.","game kikir, buat gacha 10x pull butuh 3000."
Pengguna Google,5,"untuk gameplay, desain dan animasi oke, sistem gacha oke"" aja sih (udah terbiasa dengan game gacha mahal dan pity tinggi hehe), cuman yang agak kurang menurut ku konsumsi energy yang agak boros, mungkin bisa dikurangi untuk penggunaan energy di update berikut nya, untuk masalah resources dikit menurut ku itu hal wajar soalnya gamenya baru rilis juga, untuk masalah ngelag dan sebagainya mungkin bisa sadar diri ke spek HP dan lainnya, aku main di helio g100 ultimate grafik rata kanan aman"" aja.",2025-10-22 02:59:35,1,,,"untuk gameplay, desain dan animasi oke, sistem gacha oke"" aja sih (udah terbiasa dengan game gacha mahal dan pity tinggi hehe), cuman yang agak kurang menurut ku konsumsi energy yang agak boros, mungkin bisa dikurangi untuk penggunaan energy di update berikut nya, untuk masalah resources dikit menurut ku itu hal wajar soalnya gamenya baru rilis juga, untuk masalah ngelag dan sebagainya mungkin bisa sadar diri ke spek HP dan lainnya, aku main di helio g100 ultimate grafik rata kanan aman"" aja.","untuk gameplay, desain dan animasi oke, sistem gacha oke"" aja sih (udah terbiasa dengan game gacha mahal dan pity tinggi hehe), cuman yang agak kurang menurut ku konsumsi energy yang agak boros, mungkin bisa dikurangi untuk penggunaan energy di update berikut nya, untuk masalah resources dikit menurut ku itu hal wajar soalnya gamenya baru rilis juga, untuk masalah ngelag dan sebagainya mungkin bisa sadar diri ke spek HP dan lainnya, aku main di helio g100 ultimate grafik rata kanan aman"" aja."
Pengguna Google,1,dari segi gameplay menarik tapi gacha nya gak ngotak,2025-10-22 02:58:46,3,,,dari segi gameplay menarik tapi gacha nya gak ngotak,dari segi gameplay menarik tapi gacha nya gak ngotak
Pengguna Google,1,kikir,2025-10-22 02:55:32,1,,,pelit,pelit
Pengguna Google,1,game kikir,2025-10-22 02:54:04,1,,,game kikir,game kikir
Pengguna Google,3,seret di gacha nya doang untuk game play nya udh bagus cuman seret gacha doang bangke mahal bener untk 10 x gacha harus bayar 3000,2025-10-22 02:53:59,0,,,seret di gacha nya doang untuk game play nya udh bagus cuman seret gacha doang bangke mahal bener untk 10 x gacha harus bayar 3000,seret di gacha nya doang untuk game play nya udh bagus cuman seret gacha doang bangke mahal bener untk 10 x gacha harus bayar 3000
Pengguna Google,1,adjust your gacha system,2025-10-22 02:52:32,2,,,sesuaikan sistem gacha Anda,sesuaikan sistem gacha Anda
Pengguna Google,1,kekikiran menyertai,2025-10-22 02:52:07,2,,,kekikiran ikut bergabung,kekikiran ikut bergabung
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 02:48:48,2,,,SESUAIKAN SISTEM GACHA ANDA,SESUAIKAN SISTEM GACHA ANDA
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 02:44:58,2,,,SESUAIKAN SISTEM GACHA ANDA,SESUAIKAN SISTEM GACHA ANDA
Pengguna Google,2,"overall gameplay cukup fun, tapi turunkan currency untuk draw atau tambahkan hadiah daily nya menjadi 300 bukan 100",2025-10-22 02:42:53,1,,,"overall gameplay cukup fun, tapi turunkan currency untuk draw atau tambahkan hadiah daily nya menjadi 300 bukan 100","overall gameplay cukup fun, tapi turunkan currency untuk draw atau tambahkan hadiah daily nya menjadi 300 bukan 100"
Pengguna Google,1,"the gacha is expensive, i hate to say it but it's worse than mihoyo",2025-10-22 02:42:46,2,,,"gachanya mahal, aku benci mengatakannya tapi lebih buruk dari mihoyo","gachanya mahal, aku benci mengatakannya tapi lebih buruk dari mihoyo"
Pengguna Google,5,bintang 5 aja dulu untuk sekarang,2025-10-22 02:42:12,1,,,bintang 5 aja dulu untuk sekarang,bintang 5 aja dulu untuk sekarang
Pengguna Google,1,"gameplay nya kurang enak, karena harus record record gameplay dulu bagusnya set up karakter terus langsung masuk ke dalam stage battle. selain itu currency gacha yang terlalu mahal apalagi resource yang di dapat juga sedikit",2025-10-22 02:39:23,2,,,"gameplay nya kurang enak, karena harus record record gameplay dulu bagusnya set up karakter terus langsung masuk ke dalam stage battle. selain itu currency gacha yang terlalu mahal apalagi resource yang di dapat juga sedikit","gameplay nya kurang enak, karena harus record record gameplay dulu bagusnya set up karakter terus langsung masuk ke dalam stage battle. selain itu currency gacha yang terlalu mahal apalagi resource yang di dapat juga sedikit"
Pengguna Google,4,"I'm not concerned about the gameplay or anything else here, what I regret is that the game prizes are small and the gacha prices in the game are very high. I hope it will be reduced because again all the games from Yostar are games that are liked by many players, because you are always friendly to f2p",2025-10-22 02:35:30,1,,,"Saya tidak mempermasalahkan gameplay atau apapun disini, yang saya sayangkan adalah hadiah gamenya kecil dan harga gacha dalam game tersebut sangat tinggi. Mudah-mudahan bisa dikurangi karena lagi-lagi semua game dari Yostar merupakan game yang disukai banyak pemain, karena selalu bersahabat dengan f2p","Saya tidak mempermasalahkan gameplay atau apapun disini, yang saya sayangkan adalah hadiah gamenya kecil dan harga gacha dalam game tersebut sangat tinggi. Mudah-mudahan bisa dikurangi karena lagi-lagi semua game dari Yostar merupakan game yang disukai banyak pemain, karena selalu bersahabat dengan f2p"
Pengguna Google,2,"Only problem I have with the game is the Gacha, the reward and the gacha price just doesn't add up",2025-10-22 02:35:28,1,,,"Satu-satunya masalah yang saya miliki dengan game ini adalah Gacha, hadiah dan harga gacha tidak bertambah","Satu-satunya masalah yang saya miliki dengan game ini adalah Gacha, hadiah dan harga gacha tidak bertambah"
Pengguna Google,1,qiqir,2025-10-22 02:33:42,1,,,gandum,gandum
Pengguna Google,1,Karakter gamenya bagus tapi sistemnya error semua!!!,2025-10-22 02:33:13,1,,,Karakter gamenya bagus tapi sistemnya error semua!!!,Karakter gamenya bagus tapi sistemnya error semua!!!
Pengguna Google,1,"Ayolah jangan terlalu kikir, energy sulit, reward seuprit, gacha nya maruk beud mahal 😩",2025-10-22 02:29:20,1,,,"Ayolah jangan terlalu kikir, energy sulit, reward seuprit, gacha nya maruk beud mahal 😩","Ayolah jangan terlalu kikir, energy sulit, reward seuprit, gacha nya maruk beud mahal 😩"
Pengguna Google,1,adjust your gacha sistem,2025-10-22 02:26:33,1,,,sesuaikan sistem gachamu,sesuaikan sistem gachamu
Pengguna Google,3,"gameplaynya bagus, tapi 2 hal yang kurang di game ini 1. gacha pitynya tinggi 2. main story tidak bagus, jomplang sama yang gameplay di awal main",2025-10-22 02:25:22,0,,,"gameplaynya bagus, tapi 2 hal yang kurang di game ini 1. gacha pitynya tinggi 2. main story tidak bagus, jomplang sama yang gameplay di awal main","gameplaynya bagus, tapi 2 hal yang kurang di game ini 1. gacha pitynya tinggi 2. main story tidak bagus, jomplang sama yang gameplay di awal main"
Pengguna Google,1,"Gamenya bagus, tapi konten terlalu dikit. Gacha sulit terlalu mahal. resources up character juga kelamaan nunggu energy yang recover.",2025-10-22 02:24:08,2,,,"Gamenya bagus, tapi konten terlalu dikit. Gacha sulit terlalu mahal. resources up character juga kelamaan nunggu energy yang recover.","Gamenya bagus, tapi konten terlalu dikit. Gacha sulit terlalu mahal. resources up character juga kelamaan nunggu energy yang recover."
Pengguna Google,1,hei yostar kecil perbaiki sistem gachabmu itu kawan,2025-10-22 02:24:00,1,,,"hai yostar kecil, perbaiki sistem gachabmu, sobat","hai yostar kecil, perbaiki sistem gachabmu, sobat"
Pengguna Google,1,Day 1 langsung disuruh bersyukur,2025-10-22 02:23:58,2,,,Hari 1 langsung disuruh bersyukur,Hari 1 langsung disuruh bersyukur
Pengguna Google,5,game cocok untuk orang main santai yang pengen main di waktu kosong dan banyakin event f2p agar tetap jalan aja ini game biar gak EOS kaya game sebelah,2025-10-22 02:23:29,1,,,game cocok untuk orang main santai yang pengen main di waktu kosong dan banyakin event f2p agar tetap jalan aja ini game biar gak EOS kaya game sebelah,game cocok untuk orang main santai yang pengen main di waktu kosong dan banyakin event f2p agar tetap jalan aja ini game biar gak EOS kaya game sebelah
Pengguna Google,1,untuk gacha tolong di fix di cbt cuma butuh 1500dm untuk 10x pull kenapa pas rilis malah naik 3000dm untuk 10x pull nya 🗿,2025-10-22 02:19:27,3,,,untuk gacha tolong di fix di cbt cuma butuh 1500dm untuk 10x pull kenapa pas rilis malah naik 3000dm untuk 10x pull nya 🗿,untuk gacha tolong di fix di cbt cuma butuh 1500dm untuk 10x pull kenapa pas rilis malah naik 3000dm untuk 10x pull nya 🗿
Pengguna Google,1,"Hi, wanna ask, when do you (dev) plan to EoS? please hurry, make it today if u can :)",2025-10-22 02:15:42,2,,,"Hai, mau tanya, kapan kamu (dev) berencana ke EoS? tolong cepat, buat hari ini kalau bisa :)","Hai, mau tanya, kapan kamu (dev) berencana ke EoS? tolong cepat, buat hari ini kalau bisa :)"
Pengguna Google,1,developer terlalu kikir memberikan 3000 untuk 10 spin dan cara mendapatkannya terbilang sulit karna achievement hanya memberikan 5 setiap misi dan dayly 100 dan juga evennya juga kikir berbeda dari blue archive yg memiliki banyak even dan cara mendapatkan pyro sangat mudah,2025-10-22 02:15:07,3,,,developer terlalu kikir memberikan 3000 untuk 10 spin dan cara mendapatkannya terbilang sulit karna achievement hanya memberikan 5 setiap misi dan dayly 100 dan juga evennya juga kikir berbeda dari blue archive yg memiliki banyak even dan cara mendapatkan pyro sangat mudah,developer terlalu kikir memberikan 3000 untuk 10 spin dan cara mendapatkannya terbilang sulit karna achievement hanya memberikan 5 setiap misi dan dayly 100 dan juga evennya juga kikir berbeda dari blue archive yg memiliki banyak even dan cara mendapatkan pyro sangat mudah
Pengguna Google,1,kikir,2025-10-22 02:08:15,1,,,pelit,pelit
Pengguna Google,5,"baguss,char nya cantik cantik :v",2025-10-22 02:07:31,2,,,"bagus, arangnya cantik :v","bagus, arangnya cantik :v"
Pengguna Google,1,fix the gamble system,2025-10-22 02:06:23,1,,,memperbaiki sistem perjudian,memperbaiki sistem perjudian
Pengguna Google,1,fix your gatcha sistem,2025-10-22 02:05:49,1,,,perbaiki sistem gatcha Anda,perbaiki sistem gatcha Anda
Pengguna Google,5,love this game 4.5/5,2025-10-22 02:05:11,2,,,"suka permainan ini 4,5/5","suka permainan ini 4,5/5"
Pengguna Google,1,GAME KIKIR,2025-10-22 02:05:01,1,,,GAME KIKIR,GAME KIKIR
Pengguna Google,1,Gacha nya mahal,2025-10-22 02:04:27,1,,,Gacha tidak mahal,Gacha tidak mahal
Pengguna Google,1,"yang buat sistem gachanya dongo ,kikir sora Eos 📝",2025-10-22 01:59:14,1,,,"siapa yang membuat sistem gachanya dongo, kikir sora Eos 📝","siapa yang membuat sistem gachanya dongo, kikir sora Eos 📝"
Pengguna Google,2,KIKIR PARAHHH,2025-10-22 01:59:14,0,,,MAAF,MAAF
Pengguna Google,3,gada bahasa Indonesia,2025-10-22 01:59:11,0,,,bahasa fana,bahasa fana
Pengguna Google,1,KIKIR SORA,2025-10-22 01:57:31,1,,,KIKIR SORA,KIKIR SORA
Pengguna Google,5,peak,2025-10-22 01:55:27,2,,,puncak,puncak
Pengguna Google,1,"game kikir anj, gacha dipersulit, dapetin diamond susah",2025-10-22 01:52:31,1,,,"game kikir anj, gacha dipersulit, dapetin diamond susah","game kikir anj, gacha dipersulit, dapetin diamond susah"
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 01:49:19,1,,,SESUAIKAN SISTEM GACHA ANDA,SESUAIKAN SISTEM GACHA ANDA
Pengguna Google,3,baru main kalu bagus nanti ditambah bintang ya.,2025-10-22 01:45:42,0,,,baru main kalu bagus nanti ditambah bintang ya.,baru main kalu bagus nanti ditambah bintang ya.
Pengguna Google,1,KIKIR BET ANJIR,2025-10-22 01:45:31,1,,,KIKIR BET ANJIR,KIKIR BET ANJIR
Pengguna Google,1,day one eos,2025-10-22 01:44:36,1,,,hari pertama eos,hari pertama eos
Pengguna Google,1,game gacha terkikir 2025,2025-10-22 01:44:03,1,,,game gacha terkikir 2025,game gacha terkikir 2025
Pengguna Google,1,"Gacha nya mahal bjir, Reso nya dkit , stamina apalah.",2025-10-22 01:40:35,1,,,"Gacha jhakal bhâlal, Reso sudah ada, kalau begitu.","Gacha jhakal bhâlal, Reso sudah ada, kalau begitu."
Pengguna Google,1,"bisa-bisanya harga gacha dinaikin 2x lipat tapi reward, top up dan monthly tetap sama.",2025-10-22 01:35:44,1,,,"bisa-bisanya harga gacha dinaikin 2x lipat tapi reward, top up dan monthly tetap sama.","bisa-bisanya harga gacha dinaikin 2x lipat tapi reward, top up dan monthly tetap sama."
Pengguna Google,1,lebih kikir dari game sebelah bjir,2025-10-22 01:35:21,1,,,lebih kikir dari game sebelah bjir,lebih kikir dari game sebelah bjir
Pengguna Google,1,BALIKIN GACHA NYA JD 1500 WOI!!,2025-10-22 01:34:45,1,,,BALIKIN GACHA NYA JD 1500 WOI!!,BALIKIN GACHA NYA JD 1500 WOI!!
Pengguna Google,2,"suka banget sama gameplaynya tapi benci banget sama gachanya, konten gamenya juga kurang,sama boleh dong tambahin toko basic material yang bisa dibeli pake dorra. tambahin boss challenge juga sama tambahin guild juga,untuk story juga berharap banyakin battle, gachanya juga antara incomenya naikin atau costnya kurangin. sayang banget game bagus kalo gini terus ya susah bersaing. kalo ramah di kantong bisa nih betah 3-5tahun main",2025-10-22 01:32:46,0,,,"suka banget sama gameplaynya tapi benci banget sama gachanya, konten gamenya juga kurang,sama boleh dong tambahin toko basic material yang bisa dibeli pake dorra. tambahin boss challenge juga sama tambahin guild juga,untuk story juga berharap banyakin battle, gachanya juga antara incomenya naikin atau costnya kurangin. sayang banget game bagus kalo gini terus ya susah bersaing. kalo ramah di kantong bisa nih betah 3-5tahun main","suka banget sama gameplaynya tapi benci banget sama gachanya, konten gamenya juga kurang,sama boleh dong tambahin toko basic material yang bisa dibeli pake dorra. tambahin boss challenge juga sama tambahin guild juga,untuk story juga berharap banyakin battle, gachanya juga antara incomenya naikin atau costnya kurangin. sayang banget game bagus kalo gini terus ya susah bersaing. kalo ramah di kantong bisa nih betah 3-5tahun main"
Pengguna Google,2,"overall gameplaynya menarik dengan visual dan style yang bagus mirip BA, namun tolong perbaiki sistem gacha bannernya karena jumlah untuk 10x pull menghabiskan 3.000 material itu terlalu besar, karena reward grinding-nya juga sediki sekali, dibanding game lain yang memiliki sistem pull sama dengan harga yang tidak jauh berbeda, grinding resourcenya mudah dan ada reward yang tinggi tiap minggunya untuk gacha berkali-kali, juga mohon perbaiki bug loading screen blank hitamnya untuk next update.",2025-10-22 01:30:10,1,,,"overall gameplaynya menarik dengan visual dan style yang bagus mirip BA, namun tolong perbaiki sistem gacha bannernya karena jumlah untuk 10x pull menghabiskan 3.000 material itu terlalu besar, karena reward grinding-nya juga sediki sekali, dibanding game lain yang memiliki sistem pull sama dengan harga yang tidak jauh berbeda, grinding resourcenya mudah dan ada reward yang tinggi tiap minggunya untuk gacha berkali-kali, juga mohon perbaiki bug loading screen blank hitamnya untuk next update.","overall gameplaynya menarik dengan visual dan style yang bagus mirip BA, namun tolong perbaiki sistem gacha bannernya karena jumlah untuk 10x pull menghabiskan 3.000 material itu terlalu besar, karena reward grinding-nya juga sediki sekali, dibanding game lain yang memiliki sistem pull sama dengan harga yang tidak jauh berbeda, grinding resourcenya mudah dan ada reward yang tinggi tiap minggunya untuk gacha berkali-kali, juga mohon perbaiki bug loading screen blank hitamnya untuk next update."
