username,rating,text,date,thumbsUp,replyContent,replyDate,translated_text,clean_text,sentiment,word_count
Pengguna Google,1,"adjust gacha rate currency, 3000 it's to expensive",2025-10-22 11:41:29,0,,,"sesuaikan tingkat mata uang gacha, 3000 itu terlalu mahal",adjust gacha rate currency it s to expensive,Negatif,9
Pengguna Google,1,"rating 2,0 jir",2025-10-22 11:41:06,0,,,"peringkat 2,0 jir",rating jir,Negatif,3
Pengguna Google,5,DOWNLOAD IT BRO TRUST ME,2025-10-22 11:40:51,0,,,UNDUHNYA BRO PERCAYALAH SAYA,download it bro trust me,Positif,4
Pengguna Google,1,kikir 😹😹,2025-10-22 11:40:48,1,,,pelit 😹😹,kikir,Negatif,2
Pengguna Google,1,Game kikir,2025-10-22 11:40:42,0,,,Game kikir,game kikir,Negatif,2
Pengguna Google,1,adjust the gacha system,2025-10-22 11:40:38,0,,,sesuaikan sistem gacha,adjust the gacha system,Negatif,3
Pengguna Google,1,"skip guys, ini lebih kikir dari mihoyo",2025-10-22 11:40:32,0,,,"skip guys, ini lebih kikir dari mihoyo",skip guys lebih kikir mihoyo,Negatif,7
Pengguna Google,1,"go eos. kalau ga buru"" di perbaiki sistem gacha nya , masa iya di cbt 1.500 pas rilis jdi 3000. game koclok",2025-10-22 11:40:23,9,,,"ayolah. warna ga liang"" si perbike",go eos kalau ga buru baik sistem gacha nya masa iya cbt pas rilis jdi game koclok,Negatif,6
Pengguna Google,1,geme kikir,2025-10-22 11:39:42,0,,,kikir,geme kikir,Negatif,1
Pengguna Google,1,reward nya dari misi ngk sepadan sama harga gacha nya. masa daily reward nya dikit gacha mahal dan Fifty-Fifty pula keterlaluan kikir dapahal saya suka sama gameplay nya asik cuma terlalu kikir,2025-10-22 11:39:02,2,,,reward nya dari misi ngk sepadan sama harga gacha nya. masa daily reward nya dikit gacha mahal dan Fifty-Fifty pula keterlaluan kikir dapahal saya suka sama gameplay nya asik cuma terlalu kikir,reward nya misi ngk padan sama harga gacha nya masa daily reward nya dikit gacha mahal fifty fifty terlalu kikir dapahal suka sama gameplay nya asik cuma terlalu kikir,Negatif,32
Pengguna Google,1,nice banget resource dikit tapi bahan buat gacha mahal,2025-10-22 11:38:42,0,,,nice banget resource dikit tapi bahan buat gacha mahal,nice banget resource dikit bahan buat gacha mahal,Negatif,9
Pengguna Google,1,tolong buat harga gacha lebih murah lagi karena ini terlalu mahal dan sulit bagi kami pemain F2P yang ingin mendapatkan limited character,2025-10-22 11:38:13,0,,,tolong buat harga gacha lebih murah lagi karena ini terlalu mahal dan sulit bagi kami pemain F2P yang ingin mendapatkan limited character,buat harga gacha lebih murah karena terlalu mahal sulit kami main fp ingin dapat limited character,Negatif,22
Pengguna Google,5,"Gamenya Dari segi grafik, story, dan overall sudah sangat bagus, resourcenya lumayan di dapetin karena banyak tempat grindingnya tapi naikin level dulu baru kebuka, voice nya udah bagus gameplay nya juga 3D, yah animasi L2D dan efek-efek pertarungannya juga sangat epik gitu yang membuatku tertarik. Tapi yang susah si itu gachanya aja sih tapi tidak apa-apa, mungkin itu aja dari saya Terimakasih.",2025-10-22 11:38:06,2,,,"Gamenya Dari segi grafik, story, dan overall sudah sangat bagus, resourcenya lumayan di dapetin karena banyak tempat grindingnya tapi naikin level dulu baru kebuka, voice nya udah bagus gameplay nya juga 3D, yah animasi L2D dan efek-efek pertarungannya juga sangat epik gitu yang membuatku tertarik. Tapi yang susah si itu gachanya aja sih tapi tidak apa-apa, mungkin itu aja dari saya Terimakasih.",gamenya segi grafik story overall sangat bagus resourcenya lumayan dapetin banyak tempat grindingnya naikin level dulu baru buka voice nya udah bagus gameplay nya d yah animasi ld efek efek tarung sangat epik gitu buat tarik yang susah si gachanya aja sih tidak apa apa mungkin aja saya terimakasih,Positif,62
Pengguna Google,1,"150 to 300 for 1 pull, and $100 for 10 pulls. What a greed af",2025-10-22 11:38:03,0,,,"150 hingga 300 untuk 1 tarikan, dan $100 untuk 10 tarikan. Sungguh keserakahan",to for pull and for pulls what a greed af,Negatif,13
Pengguna Google,1,ampas banget,2025-10-22 11:37:01,0,,,ampas banget,ampas banget,Negatif,2
Pengguna Google,1,game ini sangat buruk karna buat gacha 10 pull aja butuh 3000 tapi buat dapetin stellaritenya sulit banget dan saat saya bermain game ini penggunaan baterai hp saya sagat boros sekali,2025-10-22 11:37:00,0,,,game ini sangat buruk karna buat gacha 10 pull aja butuh 3000 tapi buat dapetin stellaritenya sulit banget dan saat saya bermain game ini penggunaan baterai hp saya sagat boros sekali,game sangat buruk karna buat gacha pull aja butuh buat dapetin stellaritenya sulit banget saat main game guna baterai hp sagat boros sekali,Negatif,31
Pengguna Google,1,bahan gacha yang diberikan di misi dan lain lain terlalu sedikit,2025-10-22 11:36:11,0,,,bahan gacha yang diberikan di misi dan lain lain terlalu sedikit,bahan gacha beri misi lain terlalu sedikit,Negatif,11
Pengguna Google,1,"Fix the ""Black Screen"" bug!. ​Adjust the Gacha System, The drop rate ratio is too stingy. Create a reasonable and more player-friendly Pity system. ​Listen to the Community! If you want this game to survive, developers must listen and act on player complaints now!!!!",2025-10-22 11:35:35,0,,,"Perbaiki bug ""Layar Hitam""!. ​Sesuaikan Sistem Gacha, Rasio drop rate terlalu pelit. Ciptakan sistem Kasihan yang masuk akal dan lebih ramah pemain. Dengarkan Komunitas! Jika ingin game ini bertahan, pengembang harus mendengarkan dan menindaklanjuti keluhan pemain sekarang!!!!",fix the black screen bug adjust the gacha system the drop rate ratio is too stingy create a reasonable and more player friendly pity system listen to the community if you want this game to survive developers must listen and act on player complaints now,Negatif,37
Pengguna Google,1,"trash gacha game, greedy than hoyo",2025-10-22 11:35:28,0,,,"game gacha sampah, serakah dari hoyo",trash gacha game greedy than hoyo,Negatif,6
Pengguna Google,5,aku suka storynya penasaran lanjutanya gimana,2025-10-22 11:34:48,0,,,aku suka storynya penasaran lanjutanya gimana,aku suka storynya penasaran lanjutanya gimana,Positif,6
Pengguna Google,1,"woi game busuk!! cerita boleh lah menarik dan interaktif, tp kalau buat keberlangsungan playernya gimana?? gacha ampas udh mahal mahal padahal!!",2025-10-22 11:34:30,0,,,"woi game busuk!! cerita boleh lah menarik dan interaktif, tp kalau buat keberlangsungan playernya gimana?? gacha ampas udh mahal mahal padahal!!",woi game busuk cerita lah tarik interaktif tp kalau buat langsung playernya gimana gacha ampas udh mahal mahal padahal,Negatif,21
Pengguna Google,1,"ADJUST YOUR GACHA SYSTEM mas ini tolong dibenerin system gachanya, gk ramah buat f2p, ladang farming stellanite seret tapi sekali pull butuh 300. klo gk dibenerin juga yaa kemungkinan besar bentar lagi EoS ni game. padahal gameplay sama desain chara nya asik semua, cuma sayang dirusak sama system gacha yg kikir sangat.",2025-10-22 11:34:13,3,,,"ADJUST YOUR GACHA SYSTEM mas ini tolong dibenerin system gachanya, gk ramah buat f2p, ladang farming stellanite seret tapi sekali pull butuh 300. klo gk dibenerin juga yaa kemungkinan besar bentar lagi EoS ni game. padahal gameplay sama desain chara nya asik semua, cuma sayang dirusak sama system gacha yg kikir sangat.",adjust your gacha system mas tolong dibenerin system gachanya gk ramah buat fp ladang farming stellanite seret sekali pull butuh klo gk dibenerin yaa mungkin besar bentar eos ni game padahal gameplay sama desain chara nya asik semua cuma sayang rusak sama system gacha yg kikir sangat,Negatif,52
Pengguna Google,2,apalah maen 3hari stuck semuanya cepet update aja its ok,2025-10-22 11:32:27,0,,,apalah maen 3hari stuck semuanya cepet update aja its ok,apa maen hari stuck semua cepet update aja its,Negatif,10
Pengguna Google,1,kikir,2025-10-22 11:31:36,0,,,pelit,kikir,Negatif,1
Pengguna Google,5,game nya pornok bgt bang,2025-10-22 11:30:32,0,,,game nya pornok bgt bang,game nya pornok bgt bang,Positif,5
Pengguna Google,1,"See you Dead game, thanks for the joke",2025-10-22 11:30:16,0,,,"Sampai jumpa Game mati, terima kasih atas leluconnya",see you dead game thanks for the joke,Negatif,8
Pengguna Google,1,"saya suka gameplaynya. tapi tidak sebanding gacha sama ladang nya, mahal banget 1x multi 3000, tidak sebanding bungg. game gacha lainnya aja rata"" 1000-1600",2025-10-22 11:30:09,3,,,"saya suka gameplaynya. tapi tidak sebanding gacha sama ladang nya, mahal banget 1x multi 3000, tidak sebanding bungg. game gacha lainnya aja rata"" 1000-1600",suka gameplaynya banding gacha sama ladang nya mahal banget x multi tidak banding bungg game gacha lain aja rata,Negatif,24
Pengguna Google,1,"Waktu grinding dll ga sebanding sama reward yang di dapatkan, skip",2025-10-22 11:28:31,0,,,"Waktu grinding dll ga sebanding sama reward yang di dapatkan, skip",waktu grinding ga banding sama reward di dapat skip,Negatif,11
Pengguna Google,1,"dam 10×pull 3000,ihh takoot nyeee",2025-10-22 11:28:14,0,,,"dam 10×pull 3000,ihh takoot nyeee",dam pull ihh takoot nyeee,Negatif,5
Pengguna Google,1,"Terlalu pelit,untuk game baru Gacha yang sulit dan mendapatkan material yg sangat sulit",2025-10-22 11:27:02,0,,,"Terlalu pelit,untuk game baru Gacha yang sulit dan mendapatkan material yg sangat sulit",terlalu pelit game baru gacha sulit dapat material yg sangat sulit,Negatif,13
Pengguna Google,1,GAME KIKIR KEK YAHOODIE,2025-10-22 11:26:35,0,,,GAME KIKIR KEK YAHOODIE,game kikir kek yahoodie,Negatif,4
Pengguna Google,1,"serius game nya bagus cuman tolong kah gacha untuk 10x pull dikurang 3.000 itu kebanyakan udah gitu ampas pulak tolong banget ya Dev , sayang game sebagus ini ditinggal jelek karna gacha doang",2025-10-22 11:26:15,2,,,"serius game nya bagus cuman tolong kah gacha untuk 10x pull dikurang 3.000 itu kebanyakan udah gitu ampas pulak tolong banget ya Dev , sayang game sebagus ini ditinggal jelek karna gacha doang",serius game nya bagus cuman kah gacha x pull kurang banyak udah gitu ampas pulak banget dev sayang game bagus tinggal jelek karna gacha doang,Negatif,33
Pengguna Google,5,game nya bagus lucu 😋 asal tau cara main nya az,2025-10-22 11:26:07,0,,,game nya bagus lucu 😋 asal tau cara main nya az,game nya bagus lucu asal tau cara main nya az,Positif,11
Pengguna Google,1,Game kikir mahal banget gacha nya mana reset pity + gacha signature gak ngotak,2025-10-22 11:25:50,0,,,"Game kami masang maghal macha, bukan sayangku reses + chacha sangat mencukur",game kikir mahal banget gacha nya mana reset pity gacha signature gak ngotak,Negatif,12
Pengguna Google,1,game busuk,2025-10-22 11:24:30,0,,,game busuk,game busuk,Negatif,2
Pengguna Google,1,"the gacha system is like garbage and still has a lot of bugs, well goodbye I'm leaving",2025-10-22 11:23:41,0,,,"sistem gacha seperti sampah dan masih banyak bug, selamat tinggal saya berangkat",the gacha system is like garbage and still has a lot of bugs well goodbye i m leaving,Negatif,12
Pengguna Google,1,Adjust the currency system and gacha system,2025-10-22 11:22:44,0,,,Sesuaikan sistem mata uang dan sistem gacha,adjust the currency system and gacha system,Negatif,7
Pengguna Google,1,Bintang 1 atau revisi sistem!,2025-10-22 11:22:33,0,,,Bintang 1 atau revisi sistem!,bintang revisi sistem,Negatif,5
Pengguna Google,1,"minim Resource, Hard Pity, very Bad 👎",2025-10-22 11:21:31,0,,,"Sumber Daya yang minim, Sayang sekali, Sangat Buruk 👎",minim resource hard pity very bad,Negatif,9
Pengguna Google,1,sistem gacha buruk banget woy Dev kikir,2025-10-22 11:21:22,0,,,sistem gacha buruk banget woy Dev kikir,sistem gacha buruk banget woy dev kikir,Negatif,7
Pengguna Google,1,"GAME SAMPAH! Gamenya KIKIR KEBANGETAN, sistem gacha-nya PREDATOR yang cuma mau MENGGEROGOTI UANGLU aja, sementara resource upgrade SEDIKITNYA MINTA AMPUN, dan bansos atau hadiah rilis yang mereka kasih itu HANYA RECEHAN YANG MENGHINA! Intinya: Game MEDIT, GACHA MAHAL, JANGAN DIMAINKAN!",2025-10-22 11:21:13,0,,,"GAME SAMPAH! Gamenya KIKIR KEBANGETAN, sistem gacha-nya PREDATOR yang cuma mau MENGGEROGOTI UANGLU aja, sementara resource upgrade SEDIKITNYA MINTA AMPUN, dan bansos atau hadiah rilis yang mereka kasih itu HANYA RECEHAN YANG MENGHINA! Intinya: Game MEDIT, GACHA MAHAL, JANGAN DIMAINKAN!",game sampah gamenya kikir banget sistem gacha nya predator cuma mau gerogot uanglu aja resource upgrade sedikit minta ampun bansos hadiah rilis mereka kasih hanya receh hina inti game medit gacha mahal jangan main,Negatif,40
Pengguna Google,1,plis ubah biaya gacha nya dong yostar kemahalan,2025-10-22 11:21:04,0,,,tolong ubah biaya yostar mungkin,plis ubah biaya gacha nya dong yostar mahal,Negatif,5
Pengguna Google,2,"gamenya bagus ceritanya pun bagus, tapi saat memainkannya karakter dan animasi lainnya jalannya patah patah tapi masih bisa dimainkan sih, tapi kalau dilihat tidak bagus. Ya semoga kedepannya yg hp nya masih kentang bisa main game ini. Terimakasih☺️",2025-10-22 11:19:42,0,,,"gamenya bagus ceritanya pun bagus, tapi saat memainkannya karakter dan animasi lainnya jalannya patah patah tapi masih bisa dimainkan sih, tapi kalau dilihat tidak bagus. Ya semoga kedepannya yg hp nya masih kentang bisa main game ini. Terimakasih☺️",gamenya bagus cerita bagus saat main karakter animasi lain jalan patah patah main sih kalau lihat bagus moga depan yg hp nya masih kentang main game terimakasih,Negatif,38
Pengguna Google,1,kikir bgt njir :'),2025-10-22 11:19:41,0,,,sangat pelit :'),kikir bgt njir,Negatif,3
Pengguna Google,1,"resource terlalu sedikit, currency yang terlalu mahal",2025-10-22 11:19:32,0,,,"resource terlalu sedikit, currency yang terlalu mahal",resource terlalu sedikit currency terlalu mahal,Negatif,7
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 11:19:06,0,,,SESUAIKAN SISTEM GACHA ANDA,adjust your gacha system,Negatif,4
Pengguna Google,1,Developer Kikir semoga cepat EOS nih game,2025-10-22 11:18:29,0,,,Developer Kikir semoga cepat EOS nih game,developer kikir moga cepat eos nih game,Negatif,7
Pengguna Google,5,gokil,2025-10-22 11:17:29,0,,,gokil,gokil,Positif,1
Pengguna Google,1,kikir banget,2025-10-22 11:17:18,0,,,kikir banget,kikir banget,Negatif,2
Pengguna Google,1,jangan jadi game kikir dan ga masuk akal soal currency di gamenya,2025-10-22 11:15:17,0,,,jangan jadi game kikir dan ga masuk akal soal currency di gamenya,jangan jadi game kikir ga masuk akal soal currency gamenya,Negatif,12
Pengguna Google,1,adjust your gachia system,2025-10-22 11:15:16,0,,,sesuaikan sistem gachia Anda,adjust your gachia system,Negatif,4
Pengguna Google,1,"2% rates with 3.000 gems to gacha, 😂",2025-10-22 11:14:52,0,,,"Tarif 2% dengan 3.000 permata untuk gacha, 😂",rates with gems to gacha,Negatif,8
Pengguna Google,1,pelit,2025-10-22 11:14:39,0,,,permainan,pelit,Negatif,1
Pengguna Google,1,currency gacha kemahalan tidak cocok untuk player f2p,2025-10-22 11:14:11,0,,,currency gacha kemahalan tidak cocok untuk player f2p,currency gacha mahal cocok player fp,Negatif,8
Pengguna Google,5,nice game for early 👍,2025-10-22 11:14:01,0,,,permainan yang bagus untuk awal 👍,nice game for early,Positif,6
Pengguna Google,1,bahan gacha pelit dapetnya sulit,2025-10-22 11:14:00,0,,,bahan gacha pelit dapetnya sulit,bahan gacha pelit dapetnya sulit,Negatif,5
Pengguna Google,5,Game yg asikk.. sangat mudah utk ngelengkapin hero di setiap elemen.. nih game yg bner2 gak bikin gue bosen..,2025-10-22 11:13:58,0,,,Fun game..sangat mudah untuk melengkapi hero di setiap elemennya.. ini adalah game yang sungguh tidak membuat saya bosan..,game yg asikk sangat mudah utk ngelengkapin hero tiap elemen nih game yg bner gak bikin gue bosen,Positif,18
Pengguna Google,1,game lucu wkwkw gacha maruk,2025-10-22 11:13:27,0,,,game lucu wkwkw gacha maruk,game lucu wkwkw gacha maruk,Negatif,5
Pengguna Google,1,raja kikir,2025-10-22 11:13:21,0,,,raja yang kikir,raja kikir,Negatif,3
Pengguna Google,2,Tolong responnya kepada komunitas. Terima kasih.,2025-10-22 11:12:56,0,,,Tolong responnya kepada komunitas. Terima kasih.,responnya komunitas terima kasih,Negatif,6
Pengguna Google,1,kikir bet kikir,2025-10-22 11:12:29,0,,,kikir bet kikir,kikir bet kikir,Negatif,3
Pengguna Google,1,KIKIR BANGET NGENT0T,2025-10-22 11:12:04,0,,,KIKIR BANGET NGENT0T,kikir banget ngentt,Negatif,3
Pengguna Google,1,"hey, listen for disturbing player for make ur game better. we the played the game, not u, dev.",2025-10-22 11:10:19,1,,,"hei, dengarkan pemain yang mengganggu untuk membuat permainanmu lebih baik. kami yang memainkan permainannya, bukan kamu, dev.",hey listen for disturbing player for make ur game better we the played the game not u dev,Negatif,17
Pengguna Google,1,"pelit reward, game p2w bgt",2025-10-22 11:08:42,0,,,"pelit pahala, game p2w bgt",pelit reward game pw bgt,Negatif,5
Pengguna Google,1,Please adjust the gacha system.,2025-10-22 11:08:37,0,,,Silakan sesuaikan sistem gacha.,please adjust the gacha system,Negatif,4
Pengguna Google,5,Mantapp,2025-10-22 11:08:22,0,,,Bagus,mantapp,Positif,1
Pengguna Google,1,resources buat gachanya astaghfirullah mnding main BA dah gw,2025-10-22 11:08:06,0,,,resosososis amal dan,resources buat gachanya astaghfirullah mnding main ba dah gw,Negatif,3
Pengguna Google,1,Sistem Gacha Kikir,2025-10-22 11:07:41,0,,,Sistem Gacha Kikir,sistem gacha kikir,Negatif,3
Pengguna Google,1,eos eos,2025-10-22 11:06:50,0,,,mereka mereka,eos eos,Negatif,2
Pengguna Google,5,request tambahin battle multiplayer melawan boss + tambahin hadiah daily,2025-10-22 11:06:49,0,,,request tambahin battle multiplayer melawan boss + tambahin hadiah daily,request tambahin battle multiplayer lawan boss tambahin hadiah daily,Positif,10
Pengguna Google,1,game kikir lebih kikir dri kikir impact,2025-10-22 11:06:22,1,,,game kikir lebih kikir dri kikir impact,game kikir lebih kikir dri kikir impact,Negatif,7
Pengguna Google,2,absolute kikir,2025-10-22 11:05:11,0,,,absolute kikir,absolute kikir,Negatif,2
Pengguna Google,1,"GAME LU BAGUS, TAPI SISTEM MONETISASI MALAH LU HANCURKAN, BODO",2025-10-22 11:05:10,1,,,"GAME LU BAGUS, TAPI SISTEM MONETISASI MALAH LU HANCURKAN, BODO",game lu bagus sistem monetisasi malah lu hancur bodo,Negatif,10
Pengguna Google,1,adjust ur gacha,2025-10-22 11:05:04,1,,,Sesuaikan gacha Anda,adjust ur gacha,Negatif,3
Pengguna Google,3,"Sekedar mengingatkan ini game buatan Yostar nggak ada sistem rate on/off buat yang mau main hoki di awal benar-benar mempengaruhi untuk ke depan nya. reroll buat yang mau nyari char bagus di awal. sekali lagi ini game bagus dari segi grafis story, ya paling game play agak nge bosenin tapi yang paling harus anda pikirkan adalah gacha sistem yang benar-benar buruk.",2025-10-22 11:03:31,0,,,"Sekedar mengingatkan ini game buatan Yostar nggak ada sistem rate on/off buat yang mau main hoki di awal benar-benar mempengaruhi untuk ke depan nya. reroll buat yang mau nyari char bagus di awal. sekali lagi ini game bagus dari segi grafis story, ya paling game play agak nge bosenin tapi yang paling harus anda pikirkan adalah gacha sistem yang benar-benar buruk.",dar ingat game buat yostar ada sistem rate on off buat mau main hoki awal benar benar pengaruh ke depan nya reroll buat mau nyari char bagus awal sekali ini game bagus segi grafis story paling game play nge bosenin paling anda pikir gacha sistem yang benar benar buruk,Netral,61
Pengguna Google,2,Gacha ampas 50x di gacha cuman dpt sr doang ampas ampas,2025-10-22 11:03:14,0,,,Gacha ampas 50x di gacha cuman dpt sr doang ampas ampas,gacha ampas x gacha cuman dpt sr doang ampas ampas,Negatif,11
Pengguna Google,1,TRASHHH GAMEEEE,2025-10-22 11:02:56,0,,,SAMPAH GAMEEEE,trashhh gameeee,Negatif,2
Pengguna Google,1,"Disaat game2 gacha lain udah mulai mikir gimana narik player baru, game ini malah sebaliknya. 10 pulls dari 1500 jadi 3000 itu gimana ceritanya. game baru rilis udah kering gak ada konten.",2025-10-22 11:02:48,6,,,"Disaat game2 gacha lain udah mulai mikir gimana narik player baru, game ini malah sebaliknya. 10 pulls dari 1500 jadi 3000 itu gimana ceritanya. game baru rilis udah kering gak ada konten.",saat game gacha udah mulai mikir gimana narik player baru game malah balik pulls jadi gimana cerita game baru rilis udah kering gak konten,Negatif,32
Pengguna Google,2,Gacha 10× requires 3000 what is this developer thinking hahaha,2025-10-22 11:02:45,0,,,Gacha 10× butuh 3000 apa yang dipikirkan developer ini hahaha,gacha requires what is this developer thinking hahaha,Negatif,10
Pengguna Google,1,aowkwowkwok developer nya baperan,2025-10-22 11:02:19,1,,,aowkwowkwok developer nya baperan,aowkwowkwok developer nya baperan,Negatif,4
Pengguna Google,1,great animation but greedy gacha system the second story on luna is bugged,2025-10-22 11:01:45,1,,,"animasi yang bagus tapi sistem gacha yang serakah, cerita kedua tentang luna disadap",great animation but greedy gacha system the second story on luna is bugged,Negatif,13
Pengguna Google,5,"gamenya dah bagus, kecuali sistem gacha drop ratenya tolong naikin, susah banget dapatnya, berasa gacha ampas tiap kali ngegacha",2025-10-22 11:01:06,0,,,"gamenya dah bagus, kecuali sistem gacha drop ratenya tolong naikin, susah banget dapatnya, berasa gacha ampas tiap kali ngegacha",gamenya dah bagus sistem gacha drop ratenya naikin susah banget dapat asa gacha ampas tiap kali ngegacha,Positif,19
Pengguna Google,1,tolong turunin harga gachanya karena reward yang didapat di game terlalu sedikit dan perbanyak lagi energinya karena penggunaan energi untung membuat karakter terlalu banyak,2025-10-22 11:01:00,2,,,tolong turunin harga gachanya karena reward yang didapat di game terlalu sedikit dan perbanyak lagi energinya karena penggunaan energi untung membuat karakter terlalu banyak,turunin harga gachanya reward dapat game terlalu sedikit banyak energi guna energi untung buat karakter terlalu banyak,Negatif,24
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM kepiting kikir 😡😡,2025-10-22 10:59:38,0,,,ADJUST YOUR GACHA SYSTEM kepiting kikir 😡😡,adjust your gacha system kepiting kikir,Negatif,7
Pengguna Google,5,sistem gacha diperbaiki lagi,2025-10-22 10:58:37,0,,,sampai sistem diperbaiki,sistem gacha baik,Positif,3
Pengguna Google,1,Terima kasih game kikir telah memberikan pengalaman game yg buruk. Tinggal tunggu waktu eos aja. #TebakUmurGame,2025-10-22 10:58:16,0,,,Terima kasih game kikir telah memberikan pengalaman game yg buruk. Tinggal tunggu waktu eos aja. #TebakUmurGame,terima kasih game kikir beri alam game yg buruk tinggal tunggu waktu eos aja,Negatif,16
Pengguna Google,1,haduh.. yostar.. yostar.. saya kira ini akan lebih baik dari pada blue archive.. ternyata tidak.. blue archive 200 lah ini.. lebih tinggi.. dahlah cape mending menunggu ananta dan duet night abyss,2025-10-22 10:58:09,0,,,haduh.. yostar.. yostar.. saya kira ini akan lebih baik dari pada blue archive.. ternyata tidak.. blue archive 200 lah ini.. lebih tinggi.. dahlah cape mending menunggu ananta dan duet night abyss,haduh yostar yostar kira akan lebih baik pada blue archive nyata blue archive lah lebih tinggi dah cape mending tunggu ananta duet night abyss,Negatif,31
Pengguna Google,1,adjust your gacha system,2025-10-22 10:57:15,1,,,sesuaikan sistem gacha Anda,adjust your gacha system,Negatif,4
Pengguna Google,1,Sistem gacha nya keliatan banget kapitalis nya ga sepadan dengan currency yg di hasilkan dari konten konten yg ada,2025-10-22 10:57:09,0,,,Sistem gacha nya keliatan banget kapitalis nya ga sepadan dengan currency yg di hasilkan dari konten konten yg ada,sistem gacha nya liat banget kapitalis nya ga padan currency yg hasil konten konten yg,Negatif,19
Pengguna Google,1,Potensi besar dijatuhkan oleh kekikiran,2025-10-22 10:56:26,0,,,Potensi besar hilang karena kekikiran,potensi besar jatuh kikir,Negatif,5
Pengguna Google,1,300 gems for 1 gacha? hew nah,2025-10-22 10:54:27,0,,,"300 permata untuk 1 gacha? hew, tidak",gems for gacha hew nah,Negatif,7
Pengguna Google,5,"please,adjust the gacha system,the gacha cost is too high for f2p",2025-10-22 10:53:01,0,,,"tolong sesuaikan sistem gacha, biaya gacha terlalu tinggi untuk f2p",please adjust the gacha system the gacha cost is too high for fp,Positif,10
Pengguna Google,1,"Game nya kalo menurut ku pribadi udh sangat bagus,cuman kalo farming,terlalu nguras energi,game lain satu kali farming cma butuh 10 energi,ini 30, kebanyakan,gacha yang kemahalan,yang rata-rata game lain cuma 1600 buat satu kali ten pull,ini 3000,kemahalan,sedangkan reward"" nya yang sedikit tidak setimpal dengan gacha,sistem gacha yang acak awur,klo buat story udah lah bagus,udah segitu aja",2025-10-22 10:52:39,4,,,"Game nya kalo menurut ku pribadi udh sangat bagus,cuman kalo farming,terlalu nguras energi,game lain satu kali farming cma butuh 10 energi,ini 30, kebanyakan,gacha yang kemahalan,yang rata-rata game lain cuma 1600 buat satu kali ten pull,ini 3000,kemahalan,sedangkan reward"" nya yang sedikit tidak setimpal dengan gacha,sistem gacha yang acak awur,klo buat story udah lah bagus,udah segitu aja",game nya kalo ku pribadi udh sangat bagus cuman kalo farming terlalu nguras energi game satu kali farming cma butuh energi banyak gacha mahal rata rata game cuma buat satu kali ten pull mahal reward nya sedikit timpal gacha sistem gacha acak awur klo buat story udah lah bagus udah segitu aja,Negatif,55
Pengguna Google,1,gacha is too expensive,2025-10-22 10:51:13,0,,,gacha terlalu mahal,gacha is too expensive,Negatif,3
Pengguna Google,1,"Kikir, Dongo, delete aja ini game kikir",2025-10-22 10:50:49,0,,,"Kikir, Dongo, delete aja ini game kikir",kikir dongo delete aja game kikir,Negatif,7
Pengguna Google,1,"adjust your gacha system, is to expensive for f2p",2025-10-22 10:49:30,0,,,"sesuaikan sistem gacha Anda, terlalu mahal untuk f2p",adjust your gacha system is to expensive for fp,Negatif,8
Pengguna Google,1,kikir,2025-10-22 10:48:42,0,,,pelit,kikir,Negatif,1
Pengguna Google,1,L Server,2025-10-22 10:48:15,0,,,L Server,l server,Negatif,2
Pengguna Google,1,ikut,2025-10-22 10:48:13,0,,,ikut,ikut,Negatif,1
Pengguna Google,1,good gameplay but bad for gacha🗿,2025-10-22 10:48:07,0,,,gameplay bagus tapi buruk untuk gacha🗿,good gameplay but bad for gacha,Negatif,6
Pengguna Google,1,kikir!,2025-10-22 10:47:58,0,,,pelit!,kikir,Negatif,1
Pengguna Google,1,resource gacha berat sebelah.,2025-10-22 10:47:54,0,,,resource gacha berat sebelah.,resource gacha berat belah,Negatif,4
Pengguna Google,1,"gacha susah, lvl up susah, nyari material susah, mau jadi apa ini game",2025-10-22 10:47:22,0,,,"gacha susah, lvl up susah, nyari material susah, mau jadi apa ini game",gacha susah lvl up susah nyari material susah mau jadi apa game,Negatif,13
Pengguna Google,1,currency gacha is so expensive,2025-10-22 10:45:49,0,,,mata uang gacha sangat mahal,currency gacha is so expensive,Negatif,5
Pengguna Google,1,trash game,2025-10-22 10:45:34,0,,,permainan sampah,trash game,Negatif,2
Pengguna Google,1,jelek,2025-10-22 10:44:54,0,,,tanda-tanda,jelek,Negatif,1
Pengguna Google,1,numpang kasih bintang 1 tot 😂,2025-10-22 10:44:05,0,,,numpang kasih bintang 1 tot 😂,numpang kasih bintang tot,Negatif,6
Pengguna Google,1,susah bgt nyari bahan buat gacha plus stamina boros banget najis,2025-10-22 10:44:01,0,,,susah bgt nyanyi bahan buat gachila,susah bgt nyari bahan buat gacha plus stamina boros banget najis,Negatif,6
